Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status,Year,Month,Month_Name,Quarter,High_AQI_Flag,Pollution_Load
China,Shanghai,67.65,88.25,23.62,24.63,4.46,83.42,102.0,27.61,49.86,3.16,2024-06-03,8066,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.2919648680320131
Vietnam,Da Nang,103.87,162.97,71.39,37.14,5.38,63.73,124.0,22.85,83.56,6.11,2024-06-04,6409,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.41073767595791383
USA,Los Angeles,196.42,331.38,123.4,29.71,7.92,82.7,200.0,19.64,25.67,10.11,2024-06-05,3041,Unhealthy,2024,6,June,2,1,0.6449233904103556
Japan,Kyoto,108.94,188.7,67.86,23.35,7.51,63.08,163.0,26.66,70.65,5.5,2024-06-06,6067,Unhealthy,2024,6,June,2,1,0.41986931617366724
Germany,Munich,144.55,240.8,90.79,24.71,7.62,88.37,184.0,31.2,51.97,4.94,2024-06-07,7592,Unhealthy,2024,6,June,2,1,0.5282531590024164
Japan,Kyoto,181.91,298.28,103.89,61.15,9.19,70.53,218.0,32.52,29.78,7.51,2024-06-08,3085,Very Unhealthy,2024,6,June,2,1,0.6542850733337888
China,Shanghai,184.49,239.1,97.92,19.14,6.42,86.83,196.0,26.33,47.99,4.84,2024-06-09,7211,Unhealthy,2024,6,June,2,1,0.5366983118512905
China,Shenzhen,203.5,319.4,80.18,49.28,13.64,79.87,262.0,26.93,65.29,4.43,2024-06-10,5930,Very Unhealthy,2024,6,June,2,1,0.6921023132776619
Germany,Hamburg,113.95,159.1,42.67,25.33,8.27,80.49,147.0,41.82,57.01,6.45,2024-06-11,1006,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4161196708548194
Japan,Osaka,49.08,79.38,14.8,17.07,2.03,25.98,50.0,23.59,100.0,4.87,2024-06-12,4443,Good,2024,6,June,2,0,0.15198882464110397
Germany,Hamburg,197.11,302.83,118.61,73.04,13.46,120.15,254.0,34.23,53.98,4.36,2024-06-13,6279,Very Unhealthy,2024,6,June,2,1,0.8152234452839391
Germany,Munich,111.49,186.29,72.9,46.32,5.69,58.67,106.0,18.87,61.13,4.57,2024-06-14,8244,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.44155537887732615
China,Shenzhen,115.87,180.63,77.38,57.86,8.8,66.96,154.0,19.81,100.0,8.44,2024-06-15,8752,Unhealthy,2024,6,June,2,1,0.5132253675126631
China,Shenzhen,108.68,185.17,53.46,35.73,6.01,46.01,100.0,24.09,42.61,6.28,2024-06-16,2389,Moderate,2024,6,June,2,0,0.38592590957568085
Japan,Kyoto,136.16,184.57,70.1,61.15,9.6,66.31,125.0,32.11,54.35,3.66,2024-06-17,6491,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.5345447447090166
Vietnam,Hanoi,118.62,173.44,78.86,48.19,3.5,114.31,141.0,20.01,71.04,7.53,2024-06-18,6085,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4965663104924374
China,Beijing,114.99,156.05,48.7,53.18,4.02,64.91,104.0,35.31,48.94,8.99,2024-06-19,3414,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4049725458706948
Vietnam,Hanoi,118.93,145.12,39.41,55.01,3.37,51.32,101.0,8.61,82.68,7.47,2024-06-20,5011,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.37115316502216733
Germany,Hamburg,123.35,217.35,40.23,33.0,4.39,82.9,112.0,34.35,39.91,6.59,2024-06-21,2193,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.41898734173401353
Germany,Munich,143.32,224.31,68.04,20.87,4.17,69.11,162.0,22.12,48.79,6.4,2024-06-22,4185,Unhealthy,2024,6,June,2,1,0.4246185957956574
Germany,Munich,69.21,118.77,45.78,8.79,4.32,71.54,43.0,21.38,66.72,3.86,2024-06-23,7547,Good,2024,6,June,2,0,0.28609866224740355
China,Beijing,141.83,209.53,71.75,51.11,7.48,92.6,184.0,28.17,50.44,5.63,2024-06-24,1090,Unhealthy,2024,6,June,2,1,0.5427064327897925
Vietnam,Ho Chi Minh City,87.7,113.91,40.79,35.32,4.49,50.02,68.0,30.58,59.95,5.42,2024-06-25,4585,Moderate,2024,6,June,2,0,0.3132605977056671
China,Shenzhen,164.16,250.05,90.11,23.34,9.75,68.05,171.0,24.59,87.97,6.23,2024-06-26,9486,Unhealthy,2024,6,June,2,1,0.5404309033980544
Germany,Berlin,165.96,256.67,102.45,69.57,7.26,53.3,173.0,28.54,82.06,6.97,2024-06-27,5082,Unhealthy,2024,6,June,2,1,0.5951340859490776
Vietnam,Ho Chi Minh City,87.82,150.55,66.14,18.51,6.94,95.75,128.0,25.32,56.93,4.09,2024-06-28,3184,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4130870967205078
Germany,Hamburg,223.13,278.93,151.46875,93.33125000000001,11.23,43.31,260.0,27.36,74.05,3.88,2024-06-29,9702,Very Unhealthy,2024,6,June,2,1,0.7727945804686204
USA,Chicago,110.64,143.54,33.89,35.84,5.71,94.64,110.0,32.64,71.52,6.39,2024-06-30,6198,Unhealthy for Sensitive Groups,2024,6,June,2,1,0.4053389634740614
Germany,Hamburg,136.92,231.6,78.1,52.59,5.32,62.61,153.0,38.54,62.64,1.76,2024-07-01,9270,Unhealthy,2024,7,July,3,1,0.4967334395885143
Germany,Hamburg,184.85,259.0,71.51,71.13,12.86,69.43,209.0,26.09,57.66,5.22,2024-07-02,8305,Very Unhealthy,2024,7,July,3,1,0.6604705444248279
China,Shenzhen,200.77,319.36,122.56,48.38,14.15,61.94,264.0,31.23,64.52,4.19,2024-07-03,8777,Very Unhealthy,2024,7,July,3,1,0.718884767928467
Germany,Munich,61.05,98.4,20.44,10.38,4.36,99.69,49.0,32.69,55.5,7.74,2024-07-04,5050,Good,2024,7,July,3,0,0.2823070414594709
Japan,Kyoto,126.32,174.72,51.33,14.31,4.83,118.47,135.0,32.11,68.59,6.7,2024-07-05,8939,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.43064679878451123
China,Shanghai,151.74,205.78,114.35,30.94,8.14,97.74,170.0,26.94,45.51,8.21,2024-07-06,8206,Unhealthy,2024,7,July,3,1,0.5726892558927604
Vietnam,Da Nang,11.37,20.3,4.04,3.06,0.26,91.19,10.0,30.66,68.81,7.42,2024-07-07,5681,Good,2024,7,July,3,0,0.12591544505713625
China,Shanghai,145.66,240.68,102.32,15.61,11.33,63.51,205.0,20.52,86.72,4.93,2024-07-08,6502,Very Unhealthy,2024,7,July,3,1,0.5355191956144023
Japan,Kyoto,138.36,174.05,58.24,14.52,6.66,115.95,133.0,34.4,32.67,3.89,2024-07-09,2320,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.46384770829572247
China,Beijing,167.52,290.7,65.78,22.04,5.76,112.77,191.0,28.56,88.24,4.15,2024-07-10,4788,Unhealthy,2024,7,July,3,1,0.5432133073684094
Germany,Hamburg,168.76,291.51,98.87,51.81,7.73,82.53,218.0,22.77,28.39,7.02,2024-07-11,3503,Very Unhealthy,2024,7,July,3,1,0.6188249273427635
China,Beijing,113.13,176.96,69.65,38.09,7.03,93.82,126.0,28.6,32.96,5.51,2024-07-12,7797,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4796244553097522
Germany,Munich,228.55,383.85749999999996,137.2,90.83,11.51,65.6,265.0,23.02,68.89,4.52,2024-07-13,9890,Very Unhealthy,2024,7,July,3,1,0.834177239973238
Germany,Munich,89.41,114.81,39.2,43.69,3.57,69.07,106.0,16.75,63.34,2.99,2024-07-14,2020,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.34196175112174526
China,Shanghai,124.12,149.36,37.71,23.29,2.76,33.56,123.0,25.53,49.96,6.64,2024-07-15,7381,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.28799828946485123
USA,Chicago,26.24,46.16,13.08,3.54,1.5,72.88,22.0,25.45,49.08,8.15,2024-07-16,1320,Good,2024,7,July,3,0,0.14905645043493795
USA,Los Angeles,215.06,383.85749999999996,78.66,45.14,9.39,68.48,255.0,13.57,33.32,6.53,2024-07-17,8814,Very Unhealthy,2024,7,July,3,1,0.6572404636442968
Vietnam,Ho Chi Minh City,40.94,69.36,31.83,17.54,0.82,92.38,47.0,24.14,67.94,9.22,2024-07-18,5892,Good,2024,7,July,3,0,0.23250305024815698
Germany,Munich,106.57,157.06,51.64,15.82,4.81,47.72,102.0,26.95,66.54,5.55,2024-07-19,9818,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.3227050841628884
USA,Chicago,128.43,206.42,61.77,43.34,2.65,81.05,129.0,33.67,69.66,7.91,2024-07-20,4613,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.4383127681176923
Germany,Berlin,89.38,155.65,29.78,28.03,2.55,79.04,64.0,27.73,60.84,5.74,2024-07-21,5471,Moderate,2024,7,July,3,0,0.3225617682766384
Germany,Munich,92.56,117.91,53.62,21.96,5.9,72.32,132.0,35.76,73.54,4.71,2024-07-22,1475,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.3525928525793222
Germany,Munich,60.32,83.47,41.89,16.8,4.1,92.98,83.0,30.31,70.21,5.73,2024-07-23,7624,Moderate,2024,7,July,3,0,0.29924273593697004
China,Shanghai,159.67,227.17,95.89,61.03,9.79,26.29,187.0,19.27,56.78,3.79,2024-07-24,3091,Unhealthy,2024,7,July,3,1,0.5492113096258263
USA,Chicago,104.6,135.21,32.71,37.48,6.09,89.49,108.0,23.5,60.82,2.63,2024-07-25,1441,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.39696524580714265
Germany,Hamburg,168.24,238.7,68.8,83.32,7.95,110.39,189.0,21.52,73.48,5.05,2024-07-26,1444,Unhealthy,2024,7,July,3,1,0.6560735321584595
Vietnam,Da Nang,147.31,210.74,47.07,16.56,6.38,70.16,145.0,25.93,96.97,7.12,2024-07-27,8022,Unhealthy for Sensitive Groups,2024,7,July,3,1,0.41622651814575057
China,Shanghai,154.85,241.84,110.46,76.43,5.78,61.65,163.0,27.14,73.95,2.86,2024-07-28,3977,Unhealthy,2024,7,July,3,1,0.5963661102193691
Vietnam,Ho Chi Minh City,60.3,92.4,34.42,24.41,4.22,73.57,65.0,13.59,54.15,4.42,2024-07-29,7211,Moderate,2024,7,July,3,0,0.2853576891105659
Japan,Tokyo,111.59,152.01,87.4,36.05,4.56,58.2,96.0,19.42,69.78,10.15,2024-07-30,8449,Moderate,2024,7,July,3,0,0.41068454072439703
Japan,Osaka,5.0,10.0,3.7,1.75,0.27,62.85,10.0,18.16,65.9,5.07,2024-07-31,7211,Good,2024,7,July,3,0,0.07849939370672238
Japan,Osaka,252.22,337.13,151.46875,93.33125000000001,14.94125,32.43,299.0,36.69,66.96,6.62,2024-08-01,5133,Very Unhealthy,2024,8,August,3,1,0.8460965693725461
Vietnam,Ho Chi Minh City,133.46,182.23,98.56,63.74,3.86,61.42,131.0,31.02,64.41,8.25,2024-08-02,1317,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.4974446241969123
USA,New York,31.35,42.99,12.59,12.69,1.35,101.55,28.0,10.91,100.0,8.11,2024-08-03,6733,Good,2024,8,August,3,0,0.20169672695592963
China,Shenzhen,117.26,198.92,80.0,38.63,9.07,77.14,174.0,26.42,61.97,5.61,2024-08-04,2124,Unhealthy,2024,8,August,3,1,0.5064570858903684
Vietnam,Hanoi,149.68,235.89,114.23,16.11,7.28,5.0,178.0,36.99,83.95,4.45,2024-08-05,5051,Unhealthy,2024,8,August,3,1,0.43059870157541896
China,Beijing,71.42,120.17,31.38,13.16,5.53,35.51,90.0,35.63,75.26,7.45,2024-08-06,3496,Moderate,2024,8,August,3,0,0.24794379177647027
China,Beijing,87.93,145.26,60.18,31.95,5.8,80.8,96.0,30.81,86.4,5.95,2024-08-07,8758,Moderate,2024,8,August,3,0,0.39666173282371603
Vietnam,Da Nang,111.85,161.54,37.25,26.79,2.98,51.38,92.0,12.85,69.27,6.0,2024-08-08,4571,Moderate,2024,8,August,3,0,0.3160820533933444
Germany,Hamburg,152.96,188.16,51.46,39.95,5.77,93.44,143.0,21.85,46.2,7.66,2024-08-09,5198,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.47972218154398577
Japan,Tokyo,106.77,142.61,66.23,52.49,6.0,19.9,131.0,38.89,38.82,0.5787499999999994,2024-08-10,2876,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.37695278118628384
China,Shanghai,210.03,261.08,134.69,41.33,13.2,100.97,281.0,31.81,65.48,8.12,2024-08-11,2771,Very Unhealthy,2024,8,August,3,1,0.7387145392266353
USA,New York,139.62,190.28,76.56,29.84,3.91,57.28,155.0,23.81,68.05,4.36,2024-08-12,6111,Unhealthy,2024,8,August,3,1,0.4147456242500063
USA,Chicago,120.01,147.39,52.57,45.94,2.85,69.77,107.0,34.6,47.66,4.68,2024-08-13,7149,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.38874095692213895
Germany,Hamburg,52.71,89.9,24.07,21.9,3.87,49.52,59.0,34.81,62.25,6.78,2024-08-14,4249,Moderate,2024,8,August,3,0,0.2286703536469572
Vietnam,Da Nang,133.27,199.41,65.81,47.05,8.29,55.43,159.0,35.72,89.72,6.18,2024-08-15,4978,Unhealthy,2024,8,August,3,1,0.4804858200954023
Vietnam,Da Nang,89.12,148.75,55.44,10.63,3.71,62.1,68.0,28.0,77.02,3.11,2024-08-16,5941,Moderate,2024,8,August,3,0,0.30806610477373053
USA,New York,92.47,131.49,30.16,37.64,4.16,39.48,74.0,30.61,71.01,7.24,2024-08-17,1672,Moderate,2024,8,August,3,0,0.29955726445876446
Japan,Kyoto,171.96,228.61,109.86,59.0,6.49,68.11,201.0,31.01,46.96,4.26,2024-08-18,8018,Very Unhealthy,2024,8,August,3,1,0.585952634722684
Japan,Tokyo,60.53,98.54,24.19,27.61,2.25,111.07,49.0,23.65,61.74,6.08,2024-08-19,9289,Good,2024,8,August,3,0,0.30803671198353816
Japan,Tokyo,157.04,189.83,76.88,36.89,3.32,57.17,148.0,26.17,45.11,0.88,2024-08-20,7882,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.43252335273553427
Germany,Berlin,240.63,290.19,128.03,93.33125000000001,12.31,89.62,273.0,18.55,87.29,7.43,2024-08-21,8102,Very Unhealthy,2024,8,August,3,1,0.8342320774523085
Japan,Kyoto,141.92,181.0,43.78,57.91,9.71,70.49,184.0,25.17,53.53,6.2,2024-08-22,8532,Unhealthy,2024,8,August,3,1,0.5081466104562301
China,Shanghai,58.04,69.7,26.11,20.81,4.55,33.31,85.0,29.39,69.88,5.55,2024-08-23,3885,Moderate,2024,8,August,3,0,0.21062586120864235
USA,Chicago,39.95,49.52,16.55,7.94,1.96,49.29,38.0,26.59,98.23,6.04,2024-08-24,5425,Good,2024,8,August,3,0,0.14680226195716792
USA,Chicago,56.99,75.09,21.11,19.89,3.81,54.59,75.0,19.11,69.93,7.0,2024-08-25,8921,Moderate,2024,8,August,3,0,0.2237580063271388
Germany,Munich,199.03,269.87,94.06,92.94,7.45,44.62,210.0,35.9,63.48,5.36,2024-08-26,5397,Very Unhealthy,2024,8,August,3,1,0.6471144365117182
Japan,Tokyo,78.24,100.2,60.95,24.4,2.7,122.24,76.0,44.19,65.14,5.62,2024-08-27,2419,Moderate,2024,8,August,3,0,0.3750414098583447
Japan,Osaka,110.98,169.57,57.31,13.05,3.32,104.32,124.0,16.61,59.67,5.14,2024-08-28,4995,Unhealthy for Sensitive Groups,2024,8,August,3,1,0.38757986741864564
Germany,Hamburg,40.09,58.63,23.93,5.18,2.3,81.55,51.0,31.41,65.38,4.72,2024-08-29,7209,Moderate,2024,8,August,3,0,0.1989209816613702
Japan,Tokyo,210.22,283.46,130.4,77.07,6.26,65.23,216.0,39.87,72.11,5.37,2024-08-30,9098,Very Unhealthy,2024,8,August,3,1,0.685302999821157
Japan,Tokyo,57.48,80.07,41.62,22.51,1.48,85.11,43.0,24.51,63.68,10.2,2024-08-31,8988,Good,2024,8,August,3,0,0.2664320701380061
China,Shanghai,102.08,146.87,77.56,50.77,2.32,53.81,87.0,22.81,91.43,8.84,2024-09-01,5232,Moderate,2024,9,September,3,0,0.386905388092364
Japan,Osaka,26.67,44.61,11.35,8.69,1.11,95.19,11.0,18.31,79.62,6.03,2024-09-02,5526,Good,2024,9,September,3,0,0.17992488844414958
USA,New York,99.65,176.4,58.87,27.37,5.46,87.16,105.0,40.94,67.09,4.2,2024-09-03,9464,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4129060604810877
China,Beijing,110.54,184.41,59.49,33.05,3.57,93.04,109.0,17.98,72.27,7.77,2024-09-04,4954,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4209407475432563
Germany,Munich,5.0,10.0,3.59,1.16,0.31,74.97,12.0,33.44,88.85,2.44,2024-09-05,4937,Good,2024,9,September,3,0,0.09312638201133988
Germany,Hamburg,94.79,121.02,64.72,9.48,4.27,67.96,85.0,22.59,65.68,3.83,2024-09-06,9041,Moderate,2024,9,September,3,0,0.3214892752045719
Germany,Berlin,153.97,253.3,111.51,41.43,5.88,41.28,181.0,37.55,45.38,5.07,2024-09-07,2524,Unhealthy,2024,9,September,3,1,0.5141768266576233
Japan,Tokyo,159.17,268.04,126.13,63.94,6.94,63.71,177.0,41.91,84.58,6.17,2024-09-08,7625,Unhealthy,2024,9,September,3,1,0.621503629573342
China,Shanghai,78.48,130.93,46.45,37.74,1.77,83.06,61.0,33.2,34.94,8.1,2024-09-09,7046,Moderate,2024,9,September,3,0,0.33669781853192543
Germany,Hamburg,100.8,152.04,55.89,24.97,7.66,76.26,153.0,32.28,82.75,5.36,2024-09-10,9698,Unhealthy,2024,9,September,3,1,0.4060481466856882
Japan,Osaka,131.5,215.32,96.11,27.57,9.0,82.44,178.0,23.53,43.0,6.88,2024-09-11,6419,Unhealthy,2024,9,September,3,1,0.5272327211826661
Japan,Kyoto,142.89,252.66,78.32,36.04,4.26,111.86,159.0,33.56,81.98,5.41,2024-09-12,8434,Unhealthy,2024,9,September,3,1,0.5310235198341244
Japan,Osaka,44.11,71.58,31.25,14.05,3.44,61.07,56.0,28.06,51.79,7.4,2024-09-13,5118,Moderate,2024,9,September,3,0,0.21839658886912658
China,Beijing,144.6,221.47,72.05,22.08,10.4,56.85,168.0,24.17,47.74,7.39,2024-09-14,4155,Unhealthy,2024,9,September,3,1,0.48528460828197933
Japan,Tokyo,173.0,233.59,105.95,56.86,12.1,85.43,224.0,25.05,67.87,2.45,2024-09-15,9779,Very Unhealthy,2024,9,September,3,1,0.6656040814637462
China,Beijing,68.53,107.78,32.01,26.94,3.03,69.99,93.0,23.71,30.85,3.77,2024-09-16,4545,Moderate,2024,9,September,3,0,0.2817004952573214
Germany,Munich,112.21,198.23,69.66,41.36,6.5,56.29,143.0,25.12,38.48,5.17,2024-09-17,9595,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4408731163625372
USA,Los Angeles,71.81,104.79,56.74,9.12,3.67,46.07,89.0,26.16,46.52,7.78,2024-09-18,2647,Moderate,2024,9,September,3,0,0.25483374608202486
China,Shanghai,27.69,39.83,11.97,5.04,1.36,46.76,22.0,20.63,44.92,6.41,2024-09-19,4727,Good,2024,9,September,3,0,0.1139885376906737
Japan,Tokyo,83.91,104.5,65.09,18.37,2.14,74.42,96.0,41.39,91.81,3.4,2024-09-20,5952,Moderate,2024,9,September,3,0,0.3075715614250925
Vietnam,Da Nang,160.57,260.76,97.15,36.15,5.82,41.29,177.0,36.14,70.43,7.1,2024-09-21,9751,Unhealthy,2024,9,September,3,1,0.4957161869214591
China,Shanghai,139.53,226.14,89.31,36.73,2.92,36.84,137.0,15.75,75.29,7.14,2024-09-22,1745,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.42029496922085946
Vietnam,Da Nang,176.22,231.4,112.12,86.49,4.6,61.65,169.0,27.81,61.51,6.45,2024-09-23,5786,Unhealthy,2024,9,September,3,1,0.6127756461791679
China,Shenzhen,113.43,153.72,58.66,44.17,2.33,90.65,123.0,42.0,92.63,3.42,2024-09-24,9042,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.41138561118896994
Vietnam,Hanoi,94.85,125.16,70.07,37.51,1.98,76.59,81.0,21.73,51.19,4.17,2024-09-25,5658,Moderate,2024,9,September,3,0,0.36516174365614357
Germany,Munich,116.64,191.25,70.38,43.06,2.9,52.11,131.0,32.0,74.44,6.15,2024-09-26,8216,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.39887113841037136
Japan,Tokyo,144.11,237.17,96.41,44.47,3.47,39.06,181.0,33.47,60.81,8.15,2024-09-27,1841,Unhealthy,2024,9,September,3,1,0.45915727360699393
Japan,Osaka,80.7,140.19,51.1,33.49,3.81,35.47,119.0,17.29,78.86,4.79,2024-09-28,2869,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.30240100186185864
Vietnam,Ho Chi Minh City,219.63,383.85749999999996,63.28,93.33125000000001,8.25,50.83,217.0,24.9,64.09,6.05,2024-09-29,9056,Very Unhealthy,2024,9,September,3,1,0.6949613038264192
Vietnam,Da Nang,119.31,209.54,42.08,48.41,5.32,52.76,131.0,17.95,81.26,5.44,2024-09-30,1878,Unhealthy for Sensitive Groups,2024,9,September,3,1,0.4149137475476093
China,Beijing,159.52,269.34,102.5,23.0,5.96,78.5,186.0,19.32,48.49,11.348749999999999,2024-10-01,5978,Unhealthy,2024,10,October,4,1,0.5298130535286346
Vietnam,Hanoi,52.45,89.01,36.43,11.7,3.92,36.94,28.0,27.0,71.56,6.17,2024-10-02,2940,Good,2024,10,October,4,0,0.20808259417648553
USA,Los Angeles,108.51,166.24,59.85,19.27,7.76,48.71,138.0,35.37,74.65,6.84,2024-10-03,4697,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.37786187237613555
USA,Los Angeles,222.83,288.83,141.9,38.26,13.73,41.73,266.0,24.66,59.1,7.95,2024-10-04,8381,Very Unhealthy,2024,10,October,4,1,0.693000462748287
Germany,Munich,57.71,72.15,17.87,9.6,4.24,71.37,57.0,22.32,39.83,5.57,2024-10-05,8025,Moderate,2024,10,October,4,0,0.22684425894027918
Japan,Kyoto,241.34,325.13,79.37,61.88,8.22,80.82,219.0,36.17,100.0,2.83,2024-10-06,1986,Very Unhealthy,2024,10,October,4,1,0.6821653870236338
USA,Chicago,213.55,346.22,82.4,64.07,9.55,79.74,246.0,30.62,83.49,3.97,2024-10-07,2625,Very Unhealthy,2024,10,October,4,1,0.6938635206514228
China,Shenzhen,73.73,103.39,27.38,27.78,2.39,76.38,48.0,34.87,60.31,6.08,2024-10-08,4457,Good,2024,10,October,4,0,0.2804917054915503
Japan,Kyoto,121.51,175.97,35.13,30.42,5.63,68.74,145.0,39.71,84.94,6.56,2024-10-09,2330,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.38493783773151197
China,Beijing,138.61,236.46,75.2,32.36,9.35,79.73,177.0,17.45,60.94,4.4,2024-10-10,3847,Unhealthy,2024,10,October,4,1,0.5272416419849243
USA,New York,181.87,316.65,73.06,23.06,13.21,58.57,237.0,34.79,20.06,4.79,2024-10-11,3564,Very Unhealthy,2024,10,October,4,1,0.5892961572948906
Vietnam,Ho Chi Minh City,180.0,262.82,143.75,58.25,7.07,57.7,200.0,22.92,41.21,4.75,2024-10-12,8381,Unhealthy,2024,10,October,4,1,0.6363368159957883
USA,Los Angeles,89.76,146.64,56.4,34.42,1.84,14.86,87.0,33.21,42.25,5.6,2024-10-13,5771,Moderate,2024,10,October,4,0,0.27067773948908
Vietnam,Hanoi,149.94,229.27,49.96,60.97,8.25,86.71,193.0,33.64,80.78,6.17,2024-10-14,5720,Unhealthy,2024,10,October,4,1,0.5516162498363356
Japan,Kyoto,140.49,220.89,94.29,23.6,4.45,48.47,152.0,30.37,74.26,6.39,2024-10-15,8438,Unhealthy,2024,10,October,4,1,0.432375304992769
Vietnam,Da Nang,205.0,355.36,120.83,72.36,6.02,96.79,223.0,42.47,60.64,4.3,2024-10-16,4824,Very Unhealthy,2024,10,October,4,1,0.7320047219807121
Japan,Kyoto,65.52,87.07,33.57,30.34,3.3,50.38,80.0,20.74,95.39,7.02,2024-10-17,4241,Moderate,2024,10,October,4,0,0.25650087220360374
Germany,Berlin,87.11,140.72,37.63,41.43,5.07,91.36,86.0,18.6,47.1,7.19,2024-10-18,9922,Moderate,2024,10,October,4,0,0.39124642993845254
China,Shenzhen,143.16,194.52,90.33,60.98,9.55,35.82,160.0,22.43,76.64,6.52,2024-10-19,3441,Unhealthy,2024,10,October,4,1,0.5267009918644954
Japan,Tokyo,69.57,84.79,29.9,7.89,5.06,20.93,68.0,30.8,33.7,6.19,2024-10-20,2169,Moderate,2024,10,October,4,0,0.19600752242912126
Vietnam,Hanoi,153.96,266.79,71.23,70.88,12.28,62.45,181.0,30.68,71.32,6.94,2024-10-21,6039,Unhealthy,2024,10,October,4,1,0.6271400112136615
USA,Chicago,157.84,181.21499999999997,126.08,31.03,3.54,85.31,169.0,19.87,60.12,5.92,2024-10-22,5728,Unhealthy,2024,10,October,4,1,0.5116472081593969
Germany,Berlin,136.69,189.68,85.73,26.36,2.85,105.78,148.0,32.98,91.58,6.77,2024-10-23,8679,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.4660436153418345
Japan,Kyoto,220.61,379.16,130.93,73.33,14.94125,95.59,300.5,25.19,96.27,4.36,2024-10-24,7594,Hazardous,2024,10,October,4,1,0.8647409809678809
Japan,Kyoto,144.99,254.74,110.86,34.33,7.49,35.02,180.0,33.0,82.7,4.82,2024-10-25,9847,Unhealthy,2024,10,October,4,1,0.5054106743808863
Germany,Munich,217.71,349.75,105.93,93.33125000000001,6.54,57.36,250.0,43.7,65.07,8.02,2024-10-26,2317,Very Unhealthy,2024,10,October,4,1,0.7151035333511592
USA,New York,82.88,131.07,49.7,14.23,5.16,57.87,103.0,43.9,54.38,5.33,2024-10-27,8078,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.30702597911945234
Japan,Kyoto,197.71,336.68,138.67,93.33125000000001,10.31,91.35,229.0,7.76,59.07,6.48,2024-10-28,5102,Very Unhealthy,2024,10,October,4,1,0.8178248935410237
Vietnam,Hanoi,139.32,215.93,83.09,33.71,3.22,64.89,128.0,27.41,55.97,6.39,2024-10-29,4750,Unhealthy for Sensitive Groups,2024,10,October,4,1,0.4421458134101724
USA,Chicago,63.47,109.03,47.16,11.34,4.08,85.57,89.0,35.16,52.37,6.51,2024-10-30,1339,Moderate,2024,10,October,4,0,0.29914774895085844
Japan,Kyoto,118.32,202.14,39.19,27.7,2.84,81.37,97.0,26.35,50.07,5.65,2024-10-31,1659,Moderate,2024,10,October,4,0,0.3787668589087629
China,Shanghai,95.44,124.12,35.66,46.69,6.26,62.88,93.0,27.51,74.59,7.75,2024-11-01,9502,Moderate,2024,11,November,4,0,0.37397761244198074
Germany,Munich,59.84,80.16,21.83,12.12,2.47,43.95,43.0,24.35,68.63,7.19,2024-11-02,3973,Good,2024,11,November,4,0,0.1861659454655634
USA,Los Angeles,99.35,170.76,37.5,13.22,4.88,46.83,115.0,32.59,29.28,5.28,2024-11-03,9056,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.3031771782023355
Vietnam,Ho Chi Minh City,129.19,166.2,79.07,27.06,6.37,136.46374999999995,131.0,27.36,48.34,7.83,2024-11-04,6700,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.5228226309575993
Germany,Munich,114.16,168.4,75.63,37.64,6.85,54.11,103.0,31.86,72.37,6.79,2024-11-05,6260,Unhealthy for Sensitive Groups,2024,11,November,4,1,0.42998881966065466
